,collisions,avg_watts_per_collision,avg_lightbulbs_per_collision,low_severity,number_injured,weather_1_A,location_type_N,location_type_R,primary_coll_factor_A,road_surface_A,road_cond_1_H,lighting_A,collisions_shift_1,collisions_shift_2,collisions_shift_3,collisions_shift_4,collisions_shift_5,collisions_shift_6,collisions_shift_7,collisions_shift_8,collisions_shift_9,collisions_shift_10,avg_watts_per_collision_shift_1,avg_watts_per_collision_shift_2,avg_watts_per_collision_shift_3,avg_watts_per_collision_shift_4,avg_watts_per_collision_shift_5,avg_watts_per_collision_shift_6,avg_watts_per_collision_shift_7,avg_watts_per_collision_shift_8,avg_watts_per_collision_shift_9,avg_watts_per_collision_shift_10,avg_lightbulbs_per_collision_shift_1,avg_lightbulbs_per_collision_shift_2,avg_lightbulbs_per_collision_shift_3,avg_lightbulbs_per_collision_shift_4,avg_lightbulbs_per_collision_shift_5,avg_lightbulbs_per_collision_shift_6,avg_lightbulbs_per_collision_shift_7,avg_lightbulbs_per_collision_shift_8,avg_lightbulbs_per_collision_shift_9,avg_lightbulbs_per_collision_shift_10,low_severity_shift_1,low_severity_shift_2,low_severity_shift_3,low_severity_shift_4,low_severity_shift_5,low_severity_shift_6,low_severity_shift_7,low_severity_shift_8,low_severity_shift_9,low_severity_shift_10,number_injured_shift_1,number_injured_shift_2,number_injured_shift_3,number_injured_shift_4,number_injured_shift_5,number_injured_shift_6,number_injured_shift_7,number_injured_shift_8,number_injured_shift_9,number_injured_shift_10,weather_1_A_shift_1,weather_1_A_shift_2,weather_1_A_shift_3,weather_1_A_shift_4,weather_1_A_shift_5,weather_1_A_shift_6,weather_1_A_shift_7,weather_1_A_shift_8,weather_1_A_shift_9,weather_1_A_shift_10,location_type_N_shift_1,location_type_N_shift_2,location_type_N_shift_3,location_type_N_shift_4,location_type_N_shift_5,location_type_N_shift_6,location_type_N_shift_7,location_type_N_shift_8,location_type_N_shift_9,location_type_N_shift_10,location_type_R_shift_1,location_type_R_shift_2,location_type_R_shift_3,location_type_R_shift_4,location_type_R_shift_5,location_type_R_shift_6,location_type_R_shift_7,location_type_R_shift_8,location_type_R_shift_9,location_type_R_shift_10,primary_coll_factor_A_shift_1,primary_coll_factor_A_shift_2,primary_coll_factor_A_shift_3,primary_coll_factor_A_shift_4,primary_coll_factor_A_shift_5,primary_coll_factor_A_shift_6,primary_coll_factor_A_shift_7,primary_coll_factor_A_shift_8,primary_coll_factor_A_shift_9,primary_coll_factor_A_shift_10,road_surface_A_shift_1,road_surface_A_shift_2,road_surface_A_shift_3,road_surface_A_shift_4,road_surface_A_shift_5,road_surface_A_shift_6,road_surface_A_shift_7,road_surface_A_shift_8,road_surface_A_shift_9,road_surface_A_shift_10,road_cond_1_H_shift_1,road_cond_1_H_shift_2,road_cond_1_H_shift_3,road_cond_1_H_shift_4,road_cond_1_H_shift_5,road_cond_1_H_shift_6,road_cond_1_H_shift_7,road_cond_1_H_shift_8,road_cond_1_H_shift_9,road_cond_1_H_shift_10,lighting_A_shift_1,lighting_A_shift_2,lighting_A_shift_3,lighting_A_shift_4,lighting_A_shift_5,lighting_A_shift_6,lighting_A_shift_7,lighting_A_shift_8,lighting_A_shift_9,lighting_A_shift_10,model_key,collisions_ssa,avg_watts_per_collision_ssa,avg_lightbulbs_per_collision_ssa,low_severity_ssa,number_injured_ssa,weather_1_A_ssa,location_type_N_ssa,location_type_R_ssa,primary_coll_factor_A_ssa,road_surface_A_ssa,road_cond_1_H_ssa,lighting_A_ssa
18,7,54772.142857142855,695.4285714285713,6,10,6,7,0,7,7,7,4,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,9.0,13.0,35247.666666666664,46849.05882352941,53357.0,49106.076923076915,45603.307692307695,48889.809523809534,48971.83333333334,45260.375,54735.555555555555,46313.307692307695,455.66666666666674,585.5882352941177,574.0,576.2307692307693,595.3846153846154,614.3809523809524,617.8333333333334,573.5,588.0,563.3076923076923,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,9.0,11.0,4.0,11.0,4.0,10.0,8.0,17.0,11.0,6.0,6.0,13.0,3.0,15.0,3.0,13.0,10.0,7.0,11.0,2.0,9.0,13.0,3.0,17.0,3.0,13.0,13.0,20.0,12.0,8.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,3.0,11.0,13.0,21.0,11.0,8.0,8.0,13.0,3.0,17.0,3.0,13.0,11.0,5.0,12.0,3.0,9.0,13.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,9.0,13.0,1.0,10.0,2.0,8.0,11.0,13.0,8.0,2.0,4.0,8.0,1,8.456559909333523,46906.07991129475,572.8249248915763,7.081235644501476,7.527300108479784,6.697573672427919,7.365759416919907,0.0,7.219677143993414,7.052820846177099,7.320529523023774,3.580437045756509
19,9,50668.444444444445,629.4444444444445,9,10,8,9,0,8,9,8,7,7.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,9.0,54772.142857142855,35247.666666666664,46849.05882352941,53357.0,49106.076923076915,45603.307692307695,48889.809523809534,48971.83333333334,45260.375,54735.555555555555,695.4285714285713,455.66666666666674,585.5882352941177,574.0,576.2307692307693,595.3846153846154,614.3809523809524,617.8333333333334,573.5,588.0,6.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,9.0,10.0,4.0,11.0,4.0,10.0,8.0,17.0,11.0,6.0,6.0,6.0,3.0,15.0,3.0,13.0,10.0,7.0,11.0,2.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,20.0,12.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,17.0,3.0,11.0,13.0,21.0,11.0,8.0,8.0,7.0,3.0,17.0,3.0,13.0,11.0,5.0,12.0,3.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,9.0,4.0,1.0,10.0,2.0,8.0,11.0,13.0,8.0,2.0,4.0,1,8.608638176035608,46864.43703180804,574.933942401828,7.771952738784865,8.225281812697572,6.874139877505432,7.942907310126854,0.0,7.709170830583374,7.710266015308931,7.902788737987376,5.5577885271681495
20,8,47600.75,588.0,8,8,8,8,0,8,8,8,6,9.0,7.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,50668.444444444445,54772.142857142855,35247.666666666664,46849.05882352941,53357.0,49106.076923076915,45603.307692307695,48889.809523809534,48971.83333333334,45260.375,629.4444444444445,695.4285714285713,455.66666666666674,585.5882352941177,574.0,576.2307692307693,595.3846153846154,614.3809523809524,617.8333333333334,573.5,9.0,6.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,10.0,10.0,4.0,11.0,4.0,10.0,8.0,17.0,11.0,6.0,8.0,6.0,3.0,15.0,3.0,13.0,10.0,7.0,11.0,2.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,20.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,17.0,3.0,11.0,13.0,21.0,11.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,11.0,5.0,12.0,3.0,8.0,7.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,7.0,4.0,1.0,10.0,2.0,8.0,11.0,13.0,8.0,2.0,1,8.946908875550823,46888.566453534964,574.5604946084007,8.374348723054618,9.12388896593967,7.081830799179271,8.55628146024773,0.0,8.339637710705627,8.418836250852992,8.490849041488678,6.337225453026133
21,9,38502.444444444445,539.1111111111112,9,8,9,9,0,9,9,9,6,8.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,47600.75,50668.444444444445,54772.142857142855,35247.666666666664,46849.05882352941,53357.0,49106.076923076915,45603.307692307695,48889.809523809534,48971.83333333334,588.0,629.4444444444445,695.4285714285713,455.66666666666674,585.5882352941177,574.0,576.2307692307693,595.3846153846154,614.3809523809524,617.8333333333334,8.0,9.0,6.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,8.0,10.0,10.0,4.0,11.0,4.0,10.0,8.0,17.0,11.0,8.0,8.0,6.0,3.0,15.0,3.0,13.0,10.0,7.0,11.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,2.0,17.0,3.0,11.0,13.0,21.0,11.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,11.0,5.0,12.0,8.0,8.0,7.0,3.0,17.0,3.0,13.0,13.0,21.0,12.0,6.0,7.0,4.0,1.0,10.0,2.0,8.0,11.0,13.0,8.0,1,8.223757803503286,47112.00845491538,573.1357943668129,8.12105557984035,8.238616966406306,7.152450803300843,8.374604049479153,0.0,8.229305604799691,8.082579305838177,8.282550565838433,5.326113646582782
22,7,49389.142857142855,599.4285714285714,7,2,7,7,0,7,7,7,2,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,21.0,38502.444444444445,47600.75,50668.444444444445,54772.142857142855,35247.666666666664,46849.05882352941,53357.0,49106.076923076915,45603.307692307695,48889.809523809534,539.1111111111112,588.0,629.4444444444445,695.4285714285713,455.66666666666674,585.5882352941177,574.0,576.2307692307693,595.3846153846154,614.3809523809524,9.0,8.0,9.0,6.0,3.0,17.0,3.0,13.0,13.0,21.0,8.0,8.0,10.0,10.0,4.0,11.0,4.0,10.0,8.0,17.0,9.0,8.0,8.0,6.0,3.0,15.0,3.0,13.0,10.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,7.0,2.0,17.0,3.0,11.0,13.0,21.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,11.0,5.0,9.0,8.0,8.0,7.0,3.0,17.0,3.0,13.0,13.0,21.0,6.0,6.0,7.0,4.0,1.0,10.0,2.0,8.0,11.0,13.0,1,7.427375597751251,47538.791268821704,576.4673729064376,8.338495321338167,8.31439332493863,7.0659191973287445,8.56959669472762,0.0,8.358427839664508,7.859876680164019,8.412100910379944,5.8392806396259145
23,7,47966.571428571435,555.0,7,8,7,7,0,7,7,7,4,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,49389.142857142855,38502.444444444445,47600.75,50668.444444444445,54772.142857142855,35247.666666666664,46849.05882352941,53357.0,49106.076923076915,45603.307692307695,599.4285714285714,539.1111111111112,588.0,629.4444444444445,695.4285714285713,455.66666666666674,585.5882352941177,574.0,576.2307692307693,595.3846153846154,7.0,9.0,8.0,9.0,6.0,3.0,17.0,3.0,13.0,13.0,2.0,8.0,8.0,10.0,10.0,4.0,11.0,4.0,10.0,8.0,7.0,9.0,8.0,8.0,6.0,3.0,15.0,3.0,13.0,10.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,8.0,8.0,7.0,2.0,17.0,3.0,11.0,13.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,11.0,7.0,9.0,8.0,8.0,7.0,3.0,17.0,3.0,13.0,13.0,2.0,6.0,6.0,7.0,4.0,1.0,10.0,2.0,8.0,11.0,1,7.953041423628905,47976.22741671079,571.199172420444,8.679151540711763,9.687007637626067,6.894883132956245,8.909251852226076,0.0,8.643943367851127,8.079962869799525,8.711674481761495,6.371212458345519
24,14,47717.928571428565,565.2857142857142,12,20,14,13,0,14,14,13,7,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,47966.571428571435,49389.142857142855,38502.444444444445,47600.75,50668.444444444445,54772.142857142855,35247.666666666664,46849.05882352941,53357.0,49106.076923076915,555.0,599.4285714285714,539.1111111111112,588.0,629.4444444444445,695.4285714285713,455.66666666666674,585.5882352941177,574.0,576.2307692307693,7.0,7.0,9.0,8.0,9.0,6.0,3.0,17.0,3.0,13.0,8.0,2.0,8.0,8.0,10.0,10.0,4.0,11.0,4.0,10.0,7.0,7.0,9.0,8.0,8.0,6.0,3.0,15.0,3.0,13.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,8.0,8.0,7.0,2.0,17.0,3.0,11.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,7.0,7.0,9.0,8.0,8.0,7.0,3.0,17.0,3.0,13.0,4.0,2.0,6.0,6.0,7.0,4.0,1.0,10.0,2.0,8.0,1,8.60931483400884,48141.37724348372,578.4189200557332,7.83870761614721,9.073441025828387,6.742659824511573,8.145307967080988,0.0,7.971324751885819,7.603561371397485,8.014123425004671,4.469158776349783
25,9,44168.555555555555,507.11111111111114,9,13,9,8,1,9,9,9,2,14.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,47717.928571428565,47966.571428571435,49389.142857142855,38502.444444444445,47600.75,50668.444444444445,54772.142857142855,35247.666666666664,46849.05882352941,53357.0,565.2857142857142,555.0,599.4285714285714,539.1111111111112,588.0,629.4444444444445,695.4285714285713,455.66666666666674,585.5882352941177,574.0,12.0,7.0,7.0,9.0,8.0,9.0,6.0,3.0,17.0,3.0,20.0,8.0,2.0,8.0,8.0,10.0,10.0,4.0,11.0,4.0,14.0,7.0,7.0,9.0,8.0,8.0,6.0,3.0,15.0,3.0,13.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,7.0,9.0,8.0,8.0,7.0,2.0,17.0,3.0,14.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,3.0,13.0,7.0,7.0,9.0,8.0,8.0,7.0,3.0,17.0,3.0,7.0,4.0,2.0,6.0,6.0,7.0,4.0,1.0,10.0,2.0,1,8.456602965642904,47858.74768094111,569.2948561364907,7.085740074676019,7.545031058283638,6.733356098237229,7.368719493137862,0.0,7.22188094419838,7.059769095515823,7.323774324230521,3.5887367326972885
26,13,53313.69230769231,591.2307692307693,13,12,12,13,0,13,13,13,5,9.0,14.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,44168.555555555555,47717.928571428565,47966.571428571435,49389.142857142855,38502.444444444445,47600.75,50668.444444444445,54772.142857142855,35247.666666666664,46849.05882352941,507.11111111111114,565.2857142857142,555.0,599.4285714285714,539.1111111111112,588.0,629.4444444444445,695.4285714285713,455.66666666666674,585.5882352941177,9.0,12.0,7.0,7.0,9.0,8.0,9.0,6.0,3.0,17.0,13.0,20.0,8.0,2.0,8.0,8.0,10.0,10.0,4.0,11.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,6.0,3.0,15.0,8.0,13.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,7.0,2.0,17.0,9.0,14.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,17.0,9.0,13.0,7.0,7.0,9.0,8.0,8.0,7.0,3.0,17.0,2.0,7.0,4.0,2.0,6.0,6.0,7.0,4.0,1.0,10.0,1,8.605806174663211,47208.39097635259,580.1710571067762,7.748201384009399,8.23766904455347,6.900479576921994,7.92593689810605,0.0,7.692493494254589,7.713251329507713,7.887222591924332,5.544947990139826
27,7,53156.285714285725,638.8571428571429,7,13,2,7,0,7,2,7,5,13.0,9.0,14.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,53313.69230769231,44168.555555555555,47717.928571428565,47966.571428571435,49389.142857142855,38502.444444444445,47600.75,50668.444444444445,54772.142857142855,35247.666666666664,591.2307692307693,507.11111111111114,565.2857142857142,555.0,599.4285714285714,539.1111111111112,588.0,629.4444444444445,695.4285714285713,455.66666666666674,13.0,9.0,12.0,7.0,7.0,9.0,8.0,9.0,6.0,3.0,12.0,13.0,20.0,8.0,2.0,8.0,8.0,10.0,10.0,4.0,12.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,6.0,3.0,13.0,8.0,13.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,7.0,2.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,9.0,7.0,3.0,13.0,9.0,13.0,7.0,7.0,9.0,8.0,8.0,7.0,3.0,5.0,2.0,7.0,4.0,2.0,6.0,6.0,7.0,4.0,1.0,1,8.95365366582065,46505.35178530348,567.6002060293363,8.357446312384049,9.128215075994245,7.098962352006017,8.543724813205708,0.0,8.327669212864592,8.41685162866611,8.477811476507972,6.331408382518391
28,10,43032.2,506.6,10,10,10,9,0,10,10,10,7,7.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,9.0,7.0,53156.285714285725,53313.69230769231,44168.555555555555,47717.928571428565,47966.571428571435,49389.142857142855,38502.444444444445,47600.75,50668.444444444445,54772.142857142855,638.8571428571429,591.2307692307693,507.11111111111114,565.2857142857142,555.0,599.4285714285714,539.1111111111112,588.0,629.4444444444445,695.4285714285713,7.0,13.0,9.0,12.0,7.0,7.0,9.0,8.0,9.0,6.0,13.0,12.0,13.0,20.0,8.0,2.0,8.0,8.0,10.0,10.0,2.0,12.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,6.0,7.0,13.0,8.0,13.0,7.0,7.0,9.0,8.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,7.0,2.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,9.0,7.0,7.0,13.0,9.0,13.0,7.0,7.0,9.0,8.0,8.0,7.0,5.0,5.0,2.0,7.0,4.0,2.0,6.0,6.0,7.0,4.0,1,8.23554013194204,46109.976571970365,581.6806791285742,8.125476539813093,8.241634659085559,7.1684679740534625,8.377292513055778,0.0,8.23163921315298,8.084642309990729,8.2822824950432,5.341279266233548
29,10,53519.4,683.6,9,11,10,10,0,10,10,10,8,10.0,7.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,9.0,43032.2,53156.285714285725,53313.69230769231,44168.555555555555,47717.928571428565,47966.571428571435,49389.142857142855,38502.444444444445,47600.75,50668.444444444445,506.6,638.8571428571429,591.2307692307693,507.11111111111114,565.2857142857142,555.0,599.4285714285714,539.1111111111112,588.0,629.4444444444445,10.0,7.0,13.0,9.0,12.0,7.0,7.0,9.0,8.0,9.0,10.0,13.0,12.0,13.0,20.0,8.0,2.0,8.0,8.0,10.0,10.0,2.0,12.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,9.0,7.0,13.0,8.0,13.0,7.0,7.0,9.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,8.0,10.0,2.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,9.0,10.0,7.0,13.0,9.0,13.0,7.0,7.0,9.0,8.0,8.0,7.0,5.0,5.0,2.0,7.0,4.0,2.0,6.0,6.0,7.0,1,7.420073478551673,46218.41369986974,566.1218166616511,8.333582364267896,8.334814212280484,7.084984141113618,8.565984512547969,0.0,8.355803150436603,7.862412863859171,8.406040744426026,5.863205206807181
30,10,48893.1,633.9,9,10,10,10,0,10,10,10,5,10.0,10.0,7.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,53519.4,43032.2,53156.285714285725,53313.69230769231,44168.555555555555,47717.928571428565,47966.571428571435,49389.142857142855,38502.444444444445,47600.75,683.6,506.6,638.8571428571429,591.2307692307693,507.11111111111114,565.2857142857142,555.0,599.4285714285714,539.1111111111112,588.0,9.0,10.0,7.0,13.0,9.0,12.0,7.0,7.0,9.0,8.0,11.0,10.0,13.0,12.0,13.0,20.0,8.0,2.0,8.0,8.0,10.0,10.0,2.0,12.0,9.0,14.0,7.0,7.0,9.0,8.0,10.0,9.0,7.0,13.0,8.0,13.0,7.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,10.0,10.0,2.0,13.0,9.0,14.0,7.0,7.0,9.0,8.0,10.0,10.0,7.0,13.0,9.0,13.0,7.0,7.0,9.0,8.0,8.0,7.0,5.0,5.0,2.0,7.0,4.0,2.0,6.0,6.0,1,7.932873945290927,46723.77269488417,582.9229844429486,8.67008624805802,9.704497166671537,6.916748501976815,8.903346333398247,0.0,8.639652716140008,8.081249682125705,8.705675640146827,6.392413538456933
31,7,48898.714285714275,567.4285714285714,7,8,6,7,0,7,7,6,3,10.0,10.0,10.0,7.0,13.0,9.0,14.0,7.0,7.0,9.0,48893.1,53519.4,43032.2,53156.285714285725,53313.69230769231,44168.555555555555,47717.928571428565,47966.571428571435,49389.142857142855,38502.444444444445,633.9,683.6,506.6,638.8571428571429,591.2307692307693,507.11111111111114,565.2857142857142,555.0,599.4285714285714,539.1111111111112,9.0,9.0,10.0,7.0,13.0,9.0,12.0,7.0,7.0,9.0,10.0,11.0,10.0,13.0,12.0,13.0,20.0,8.0,2.0,8.0,10.0,10.0,10.0,2.0,12.0,9.0,14.0,7.0,7.0,9.0,10.0,10.0,9.0,7.0,13.0,8.0,13.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,7.0,13.0,9.0,14.0,7.0,7.0,9.0,10.0,10.0,10.0,2.0,13.0,9.0,14.0,7.0,7.0,9.0,10.0,10.0,10.0,7.0,13.0,9.0,13.0,7.0,7.0,9.0,5.0,8.0,7.0,5.0,5.0,2.0,7.0,4.0,2.0,6.0,1,8.595039010545031,47319.0441416925,564.9545892426155,7.841264159807268,9.05837550168373,6.764160560397157,8.147167700980045,0.0,7.971170013603818,7.602045040577713,8.01558020916639,4.480559079736582
32,6,36336.4,475.2,6,7,4,6,0,6,6,6,1,7.0,10.0,10.0,10.0,7.0,13.0,9.0,14.0,7.0,7.0,48898.714285714275,48893.1,53519.4,43032.2,53156.285714285725,53313.69230769231,44168.555555555555,47717.928571428565,47966.571428571435,49389.142857142855,567.4285714285714,633.9,683.6,506.6,638.8571428571429,591.2307692307693,507.11111111111114,565.2857142857142,555.0,599.4285714285714,7.0,9.0,9.0,10.0,7.0,13.0,9.0,12.0,7.0,7.0,8.0,10.0,11.0,10.0,13.0,12.0,13.0,20.0,8.0,2.0,6.0,10.0,10.0,10.0,2.0,12.0,9.0,14.0,7.0,7.0,7.0,10.0,10.0,9.0,7.0,13.0,8.0,13.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,10.0,10.0,10.0,7.0,13.0,9.0,14.0,7.0,7.0,7.0,10.0,10.0,10.0,2.0,13.0,9.0,14.0,7.0,7.0,6.0,10.0,10.0,10.0,7.0,13.0,9.0,13.0,7.0,7.0,3.0,5.0,8.0,7.0,5.0,5.0,2.0,7.0,4.0,2.0,1,8.444163662190304,47690.29681557563,583.6591295036156,7.075650984613847,7.5231286073131525,6.75258220879889,7.359650320001281,0.0,7.210539465766066,7.0516421940663845,7.313464881718294,3.587460198544475
33,9,52309.88888888888,626.0,9,9,4,9,0,9,9,9,6,6.0,7.0,10.0,10.0,10.0,7.0,13.0,9.0,14.0,7.0,36336.4,48898.714285714275,48893.1,53519.4,43032.2,53156.285714285725,53313.69230769231,44168.555555555555,47717.928571428565,47966.571428571435,475.2,567.4285714285714,633.9,683.6,506.6,638.8571428571429,591.2307692307693,507.11111111111114,565.2857142857142,555.0,6.0,7.0,9.0,9.0,10.0,7.0,13.0,9.0,12.0,7.0,7.0,8.0,10.0,11.0,10.0,13.0,12.0,13.0,20.0,8.0,4.0,6.0,10.0,10.0,10.0,2.0,12.0,9.0,14.0,7.0,6.0,7.0,10.0,10.0,9.0,7.0,13.0,8.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,10.0,10.0,10.0,7.0,13.0,9.0,14.0,7.0,6.0,7.0,10.0,10.0,10.0,2.0,13.0,9.0,14.0,7.0,6.0,6.0,10.0,10.0,10.0,7.0,13.0,9.0,13.0,7.0,1.0,3.0,5.0,8.0,7.0,5.0,5.0,2.0,7.0,4.0,1,8.591643487672368,47729.833112620305,564.3393584602532,7.720708979011893,8.228990764200471,6.91704970503438,7.90304576621165,0.0,7.668724257548931,7.703612182809617,7.864382164584737,5.540028437583577
34,8,46876.375,546.0,8,10,8,8,0,7,8,8,6,9.0,6.0,7.0,10.0,10.0,10.0,7.0,13.0,9.0,14.0,52309.88888888888,36336.4,48898.714285714275,48893.1,53519.4,43032.2,53156.285714285725,53313.69230769231,44168.555555555555,47717.928571428565,626.0,475.2,567.4285714285714,633.9,683.6,506.6,638.8571428571429,591.2307692307693,507.11111111111114,565.2857142857142,9.0,6.0,7.0,9.0,9.0,10.0,7.0,13.0,9.0,12.0,9.0,7.0,8.0,10.0,11.0,10.0,13.0,12.0,13.0,20.0,4.0,4.0,6.0,10.0,10.0,10.0,2.0,12.0,9.0,14.0,9.0,6.0,7.0,10.0,10.0,9.0,7.0,13.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,7.0,10.0,10.0,10.0,7.0,13.0,9.0,14.0,9.0,6.0,7.0,10.0,10.0,10.0,2.0,13.0,9.0,14.0,9.0,6.0,6.0,10.0,10.0,10.0,7.0,13.0,9.0,13.0,6.0,1.0,3.0,5.0,8.0,7.0,5.0,5.0,2.0,7.0,1,8.951241268200029,47551.038890273936,583.853568191596,8.346349220391986,9.122120955392976,7.1182254660677176,8.536072027648274,0.0,8.316842155895833,8.421363104044252,8.469431395510952,6.333574783090475
35,7,47954.285714285725,571.4285714285714,7,8,2,7,0,7,3,7,6,8.0,9.0,6.0,7.0,10.0,10.0,10.0,7.0,13.0,9.0,46876.375,52309.88888888888,36336.4,48898.714285714275,48893.1,53519.4,43032.2,53156.285714285725,53313.69230769231,44168.555555555555,546.0,626.0,475.2,567.4285714285714,633.9,683.6,506.6,638.8571428571429,591.2307692307693,507.11111111111114,8.0,9.0,6.0,7.0,9.0,9.0,10.0,7.0,13.0,9.0,10.0,9.0,7.0,8.0,10.0,11.0,10.0,13.0,12.0,13.0,8.0,4.0,4.0,6.0,10.0,10.0,10.0,2.0,12.0,9.0,8.0,9.0,6.0,7.0,10.0,10.0,9.0,7.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,6.0,7.0,10.0,10.0,10.0,7.0,13.0,9.0,8.0,9.0,6.0,7.0,10.0,10.0,10.0,2.0,13.0,9.0,8.0,9.0,6.0,6.0,10.0,10.0,10.0,7.0,13.0,9.0,6.0,6.0,1.0,3.0,5.0,8.0,7.0,5.0,5.0,2.0,1,8.240628843393699,47381.54049491697,564.2725623531778,8.127533110374953,8.232060599433456,7.1944305897232494,8.379442075700847,0.0,8.229248930855505,8.090988694128226,8.280894968108404,5.346671980992272
